Bandit,Reward,Algorithm
1,0.5733224109141202,EpsilonGreedyBandit
2,3.6708049553782733,EpsilonGreedyBandit
3,4.768296340573225,EpsilonGreedyBandit
2,3.170077331674152,EpsilonGreedyBandit
3,3.966294966430889,EpsilonGreedyBandit
2,2.389099044073629,EpsilonGreedyBandit
0,0.73018618477862,EpsilonGreedyBandit
0,-0.4442174547966622,EpsilonGreedyBandit
2,3.4642108802705507,EpsilonGreedyBandit
2,2.668632378031659,EpsilonGreedyBandit
2,3.7873492324646114,EpsilonGreedyBandit
2,2.612352659834705,EpsilonGreedyBandit
2,3.474893891099078,EpsilonGreedyBandit
2,3.4986879780814655,EpsilonGreedyBandit
3,3.376040870782957,EpsilonGreedyBandit
0,-0.37871967442782783,EpsilonGreedyBandit
3,3.557578622094723,EpsilonGreedyBandit
0,0.6648451045602316,EpsilonGreedyBandit
3,5.531661121833732,EpsilonGreedyBandit
3,4.636714215635669,EpsilonGreedyBandit
1,2.677032046929032,EpsilonGreedyBandit
3,4.578773229105072,EpsilonGreedyBandit
1,1.502756057629596,EpsilonGreedyBandit
2,2.433891549658855,EpsilonGreedyBandit
2,3.0920580498005967,EpsilonGreedyBandit
0,1.1780737864067654,EpsilonGreedyBandit
0,0.5856548118856988,EpsilonGreedyBandit
0,2.6513911981920764,EpsilonGreedyBandit
1,1.6915049256331591,EpsilonGreedyBandit
3,4.52057692902191,EpsilonGreedyBandit
2,2.764761975499735,EpsilonGreedyBandit
3,4.964751452005495,EpsilonGreedyBandit
1,3.423799947175988,EpsilonGreedyBandit
1,1.9663484565659834,EpsilonGreedyBandit
1,0.5375670981028366,EpsilonGreedyBandit
3,3.877512686494521,EpsilonGreedyBandit
0,0.16850094596661913,EpsilonGreedyBandit
1,2.217257191613368,EpsilonGreedyBandit
2,3.1520253883658227,EpsilonGreedyBandit
0,-0.5336905605581312,EpsilonGreedyBandit
3,5.28279651317129,EpsilonGreedyBandit
1,1.7645030404334723,EpsilonGreedyBandit
1,0.1624130607356713,EpsilonGreedyBandit
1,4.371819397802984,EpsilonGreedyBandit
3,3.0890772187344995,EpsilonGreedyBandit
2,3.210686035971037,EpsilonGreedyBandit
1,1.7908664537239656,EpsilonGreedyBandit
3,2.838573644047112,EpsilonGreedyBandit
2,3.8103400730085997,EpsilonGreedyBandit
3,5.01073776438686,EpsilonGreedyBandit
2,3.2682518086576198,EpsilonGreedyBandit
0,0.5823952242422297,EpsilonGreedyBandit
2,2.8644115674643014,EpsilonGreedyBandit
1,0.7296849686135427,EpsilonGreedyBandit
1,3.0911300387088883,EpsilonGreedyBandit
0,0.8782069631836409,EpsilonGreedyBandit
3,5.219698181377917,EpsilonGreedyBandit
3,4.234247754703386,EpsilonGreedyBandit
1,1.547402533423348,EpsilonGreedyBandit
2,2.6684135988730775,EpsilonGreedyBandit
2,3.2586042752611113,EpsilonGreedyBandit
1,-0.30962098027284535,EpsilonGreedyBandit
3,4.319802552855598,EpsilonGreedyBandit
3,5.497738361632173,EpsilonGreedyBandit
3,2.510255825814303,EpsilonGreedyBandit
